Status,Title,IPC,Application Number,Application Date,Applicant,Holder,Citations,Abstract
공개,적응형 스테이지별 스케줄링을 사용한 GPU/NPU 서버 머신러닝 파이프라인 서빙 방법 및 시스템(Method and System for Serving Machine Learning Pipelines on GPU/NPU Servers with Adaptive Per-Stage Scheduling),"G06F 9/48, G06F 9/50, G06F 9/38, G06F 9/54, G06N 20/00, G06N 5/04",N/A,N/A,1020230104020 (2023.08.09),N/A,N/A,"적응형 스테이지별 스케줄링을 사용한 GPU/NPU 서버 머신러닝 파이프라인 서빙 방법 및 시스템이 제시된다. 본 발명에서 제안하는 적응형 스테이지별 스케줄링을 사용한 GPU/NPU 서버 머신러닝 파이프라인 서빙 시스템은 각 서버에 대한 각 파이프라인의 최대 요청 속도를 지정하기 위한 요청 속도 테이블에 따라 수신 요청을 복수의 서버 관리부에게 발송하는 클러스터 관리부 및 스테이지별 스케줄링 알고리즘을 사용하여 수신 파이프라인 요청의 모델 작업을 이기종 장치에 할당하고, 서비스 레벨 목표(Service-Level Objective; SLO) 대기 시간 및 상기 수신된 요청 당 운영 비용을 감소시키도록 현재 부하의 상태 및 각 서버의 이기종 장치 상태에 관한 리소스 피드백을 클러스터 관리부에 전송하는 각각의 서버 관리부의 스케줄러를 포함한다."
공개,"머신러닝 기반 수요 예측 방법, 프로그램 및 장치(METHOD, PROGRAM AND APPARATUS FOR DEMAND PREDICTION BASED ON MACHINE LEARNING)","G06Q 30/02, G06N 20/00, G06F 18/23213, G06Q 10/08",N/A,N/A,1020220164818 (2022.11.30),N/A,N/A,"본 개시의 일 실시예에 따른 머신러닝 기반 수요 예측 방법, 프로그램 및 장치가 개시된다. 상기 방법은, 머신러닝 기반의 제 1 모델을 이용하여, 제품 수요에 관한 역사적(historical) 데이터를 기초로, 품목 별 시계열 특성을 수요 패턴에 따라 군집화 하는 단계; 머신러닝 기반의 제 2 모델을 기초로, 상기 군집화를 통해 생성된 클러스터들 각각에서 유효 변수를 선택하는 단계; 및 상기 선택된 유효 변수를 기반으로, 상기 클러스터들 각각에 대한 수요 예측을 수행하는 머신러닝 기반의 제 3 모델을 구축하는 단계를 포함할 수 있다."
공개,머신러닝 모델을 포함하는 배터리 관리용 알고리즘의 구현 방법(How to implement algorithms for battery management including machine learning models),"B60L 58/12, B60L 3/12, B60L 53/64, G06N 3/08, G06N 20/00",N/A,N/A,1020220156965 (2022.11.22),N/A,N/A,"본 발명은 머신러닝 모델을 포함하는 배터리 관리용 알고리즘의 구현 방법에 관한 것으로, 충전량 및 충전 속도를 조절하여 배터리의 수명을 최대화할 수 있으며, 충전 시간대를 고려함으로써 비용 절감을 통하여 사용자의 경제적 효과를 유도하며, 사회적으로도 전력 분산을 유도하여 전력이 과부하되는 것을 방지할 수 있다. 상기 알고리즘은 머신러닝 모델을 통하여 사용자의 운행 데이터를 분석하여 파라미터를 생성하고, 이를 통해 다음 출발 시간 및 운행 시의 전력 소모량을 예측하고, 추가적으로 온도 및 충전기의 충전 속도를 고려하여 배터리 수명을 최대화할 수 있는 충전량 및 충전 속도를 도출하여 충전을 진행한다."
등록,데이터의 타입을 자동으로 판별하여 메타데이터를 생성하는 방법 및 이를 위한 머신러닝/딥러닝 모델을 이용한 데이터 타입 판별 장치(METHOD FOR GENERATING METADATA FOR AUTOMATICALLY DETERMINING TYPE OF DATA AND APPARATUS FOR DETERMINING TYPE OF DATA USING A MACHINE LEARNING/DEEP LEARNING MODEL FOR THE SAME),"G06N 5/025, G06N 20/00",N/A,N/A,1020230148251 (2023.10.31),N/A,N/A,"본 발명의 일 실시 예에 따른 머신러닝(Machine Learning)/딥러닝(Deep Learning) 모델을 이용한 메타데이터(Metadata) 생성 장치가 데이터의 타입 - 상기 데이터의 타입은 숫자형, 문자형, 범주형 및 날짜형을 포함함 - 을 자동으로 판별하여 메타데이터를 생성하는 방법은 (a) 수신한 데이터의 필드값이 날짜형 타입인지 1차적으로 판단하는 단계, (b) 상기 (a) 단계의 판단 결과, 날짜형 타입이 아니라고 1차적으로 판단되었다면, 상기 수신한 데이터의 필드값에 메타데이터 생성 규칙이 포함하는 데이터 타입 결정 조건을 적용하여 범주형 및 날짜형 중 어느 하나의 타입인지 2차적으로 판단하는 단계, (c) 상기 (b) 단계의 판단 결과, 범주형 및 날짜형 중 어느 하나의 타입이 아니라고 2차적으로 판단되었다면, 상기 수신한 데이터의 필드명을 상기 메타데이터 생성 규칙이 포함하는 데이터 타입의 판별에 관한 필드 매핑 테이블(Field Mapping Table)에 적용하여 숫자형, 문자형, 범주형 및 날짜형 중 어느 하나의 타입인지 최종적으로 판단하고 메타데이터를 생성하는 단계 및 (d) 상기 생성한 메타데이터를 머신러닝/딥러닝 모델로 학습하여 상기 메타데이터 생성 규칙을 업데이트하는 단계를 포함한다."
공개,머신러닝 기반의 레디믹스트 콘크리트의 탄소저감형 배합설계 제공 시스템(SYSTEM FOR PROVIDING CARBON REDUCTIN TYPE MIXING DESIGN OF READY-MIXED CONCRETE BASED ON MACHINE LEARNING),"G06Q 50/08, G06Q 50/26, G06Q 50/04, G06N 20/20, G06Q 10/04, C04B 40/00",N/A,N/A,1020220024966 (2022.02.25),N/A,N/A,"머신러닝 기반의 레디믹스트 콘크리트의 탄소저감형 배합설계 제공 시스템이 개시된다. 본 발명에 따른 레디믹스트 콘크리트의 탄소저감형 배합설계 제공 시스템은, 레디믹스트 콘크리트에 투입되는 최대골재크기, 초기 슬럼프와 압축강도, 탄소배출량, 배합계절정보, 레미콘타설지역정보, 분체류 조합 타입, 탄소저감형 혼화재별 치환율 중 적어도 하나를 고려하여 저탄소 배합설계 데이터베이스(DB)를 생성하는 저탄소 배합설계 DB 구축부, 및 상기 생성된 저탄소 배합설계 DB를 이용하여 저탄소 제품취득이 어려운 레미콘 사업장에게 탄소배출을 저감시킬 수 있는 대안 저탄소 콘크리트 배합설계 관련 정보를 제공하는 배합설계 DB 제공부를 포함한다."
거절,머신러닝 기법을 이용한 비파괴 혈란검사 방법 및 그 시스템(Nondestructive blood egg testing method using machine-running and the system thereof),"G01N 33/08, G01N 21/359, G06N 3/08, G06N 3/042",N/A,N/A,1020190172036 (2019.12.20),N/A,N/A,본 발명에 따른 비파괴 혈란검사 시스템은 가시광선 및 근적외선을 조사하는 광원; 상기 광원으로부터 조사되어 란을 투과한 가시광선 및 근적외선의 투과 스펙트럼을 출력하는 분광 데이터 생성부; 및 상기 분광 데이터 생성부로부터 출력되는 분광 데이터를 입력받아 머신러닝 알고리즘을 통하여 혈란 또는 정상란인지의 여부 판정값을 출력하는 혈란예측부;를 포함한다. 본 발명에 따른 혈란 검사 시스템은 비파괴적인 계란 품질 검사를 가능하게 하면서도 품질검사의 누적에 따라 오차를 점차 줄일 수 있는 효과가 있다.
거절,"임상 데이터, 라이프로그 데이터와 머신러닝 기법을 이용하여 심장재활 환자의 심근경색 재발 위험을 예측하는 방법 및 시스템(Method and System for Predicting Recurrence Risk of Myocardial Infarction in Cardiac Rehabilitation Patients by using Clinical data, Lifelog data, and Machine Learning Algorithm)","G16H 50/30, G16H 50/70, G16H 50/20, G16H 10/60, G16H 70/00, G16H 20/30",N/A,N/A,1020190130857 (2019.10.21),N/A,N/A,"머신러닝 기법을 이용하여 심장재활 환자의 심근경색 재발 위험을 예측하는 방법 및 시스템을 개시한다. 본 실시예의 일 측면에 의하면, 심장재활 환자의 심근경색 재발 위험을 예측하는 컴퓨터 구현 방법에 있어서, 심장재활 환자의 전자의무기록(electronic medical record: EMR)과 심장재활 동안에 측정된 상기 심장재활 환자의 라이프로그(lifelog) 데이터를 획득하는 단계; 상기 전자의무기록과 상기 라이프로그 데이터로부터 기설정된 특징들을 추출하여 머신러닝 기반의 위험 예측 모델에 입력할 데이터셋을 생성하는 단계; 상기 머신러닝 기반의 위험 예측 모델을 이용하여, 상기 데이터셋으로부터 상기 심장재활 환자의 심근경색 재발 위험 여부 또는 심근경색 재발 위험 지수를 결정하는 단계; 및 결정된 심근경색 재발 위험 여부 또는 심근경색 재발 위험 지수를 제공하는 단계를 제공하는 단계를 포함하는 컴퓨터 구현 방법을 제공한다."
포기,머신러닝 기법을 이용한 동물의 비문 이미지 획득방법 및 시스템(Method and system for obtaining nose print of animals using machine learning technique),"G06V 40/10, G06V 20/40, G06N 20/00, G06N 3/08, G06V 10/94",N/A,N/A,1020190061983 (2019.05.27),N/A,N/A,"일 실시예에 따른 비문 이미지 획득방법은 동물이 촬영된 영상에서부터 상기 동물이 지니고 있는 고유한 비문의 이미지를 머신러닝 기법이 학습된 통제서버를 이용하여 추출할 수 있는 비문 이미지 획득방법에 있어서, (1)영상촬영부가 포함된 어플리케이션을 실행한 후, 상기 영상촬영부에 포함된 영상촬영기기가 동물의 얼굴을 촬영하여 비문이 포함된 영상을 획득하는 단계, (2)통신망이 상기 영상을 상기 통제서버로 송신하는 단계, (3)상기 통제서버에 포함된 서버 이미지추출부가 머신러닝 기법을 이용하여 상기 비문이 포함된 이미지 프레임을 상기 영상에서부터 추출하는 단계, (4)상기 통제서버에 포함된 이미지검증부가 상기 이미지 프레임에서 코의 영역이 차지하는 비율과 상기 비문의 정확도가 특정한 조건을 만족하는지 검증하는 단계를 포함할 수 있다."
취하,ERP 시스템의 로그추출에 의한 효과적인 머신러닝 시스템(Machine leaning system for extracting log of ERP system),"G06N 3/045, G06N 3/09, G06Q 10/10, G06Q 10/0637",N/A,N/A,1020200172879 (2020.12.11),N/A,N/A,"본 발명의 ERP 시스템의 로그추출에 의한 효과적인 머신러닝 시스템은 트래픽 수집장치는 수집부와 추출부를 포함하며, 트랙픽 분석장치는 순차적인 데이터 정보를 기반으로 학습하는 1차 머신러닝 모델을 이용하고 추가로 실시간 추론을 위한 AI 기반 지능형 분석 시스템이 적용하여 비정상 로그인 여부를 판단하는 제1판단수단과 일정 시간 동안 누적된(횟수 통계) 데이터를 기반으로 학습하는 2차 머신러닝 모델을 이용하고 실시간 추론을 위한 AI 기반 지능형 분석 시스템이 적용하여 여 비정상 로그인 여부를 판단하는 제2판단수단을 포함한다."
공개,머신러닝 기반 반도체 장비 자동 라우팅 방법 및 장치(MACHINE LEARNING BASED AUTOMATIC ROUTING METHOD AND APPARATUS FOR SEMICONDUCTOR EQUIPMENT),"G06F 30/394, G06F 30/398, G06N 20/00, G06F 111/06",N/A,N/A,1020210169619 (2021.11.30),N/A,N/A,"본 발명은 머신러닝 기반 반도체 장비 자동 라우팅 방법 및 장치에 관한 것으로, 본 발명의 일실시예에 따른 머신러닝 기반 반도체 장비 자동 라우팅 방법은, 반도체 장비와 부대 설비를 배치하는 제1 단계; 상기 반도체 장비와 상기 부대 설비의 3D 좌표인 연결 포인트(POC: Point Of Connection)를 인식하는 제2 단계; 및 머신러닝 알고리즘을 이용해 상기 연결 포인트(POC)를 연결하는 최적의 경로를 생성하는 제3 단계;를 포함하여 구성된다."
등록,머신러닝 기반의 스마트팜 가축관리 시스템(Smart farm livestock management system based on machine learning),"G06Q 50/02, G06N 20/00",N/A,N/A,1020180158742 (2018.12.11),N/A,8,"본 발명은 축사 내부를 실시간으로 촬영하여 축사에서 사육되는 가축의 품종 및 개체수를 파악하고, 각 개체의 이미지를 분석하여 무게를 추정하며, 이러한 과정을 통해 생성되는 개체수 정보 및 무게 정보를 종합하여 가축의 관리 및 출하에 활용하는 시스템에 관한 것이다. 본 발명에 의한 머신러닝 기반의 스마트팜 가축관리 시스템은 축사에서 사육되는 가축의 영상 정보를 생성하는 복수 개의 촬영부와 품종에 따른 가축의 형상, 행동 특성, 품종 및 크기에 따른 가축의 무게 등 영상 정보를 분석하기 위한 비교 정보가 저장되는 데이터 베이스와 비교 정보를 기반으로 실시간으로 수집되는 복수 개의 영상 정보를 종합 분석하여 축사 내 가축의 개체수 정보 및 각 개체의 무게 정보를 생성하는 영상 분석부와 개체수 정보 및 무게 정보를 기반으로 가축을 등급별로 분류하고, 출하 가능한 가축의 개체수를 계산하는 분류부와 개체수 정보, 무게 정보, 등급별로 분류된 가축의 개체수 및 출하 가능한 가축의 개체수를 확인 가능한 하나 이상의 단말 기기를 포함하여 구성되는 것을 특징으로 한다."
등록,빅데이터와 머신러닝을 이용한 수리부속수요 예측 시스템 및 방법(REPAIRING-PART-DEMAND FORECASTING SYSTEM AND METHOD USING BIG DATA AND MACHINE LEARNING),"G06Q 10/00, G06Q 10/04, G06Q 10/06, G06N 20/00",N/A,N/A,1020170168014 (2017.12.08),N/A,9,"빅데이터와 머신러닝을 이용한 수리부속수요 예측 시스템 및 방법이 제시된다. 일 실시예에 따른 빅데이터와 머신러닝을 이용한 수리부속수요 예측 시스템은, 데이터베이스로부터 수리부속 정보를 전달 받아 입력변수를 선정하는 입력변수 선정 모듈; 상기 데이터베이스를 기반으로 머신러닝 및 통계적 기법 중 적어도 어느 하나 이상을 이용하여 수리부속 수요예측을 위한 최적화된 앙상블 모델을 구축하는 머신러닝 모델 구축 모듈; 및 구축된 상기 앙상블 모델을 훈련 데이터를 활용하여 학습시키고, 테스트 데이터와 비교하여 예측 결과를 기반으로 상기 앙상블 모델을 평가하는 머신러닝 모델 평가 모듈을 포함하여 이루어질 수 있다."
